I
1100 Generated by WorldEditor 1.7.1r2

1      4 1 0 ENNM Namsos
1302 city Namsos
1302 country Norway
1302 datum_lat 64.472222222
1302 datum_lon 11.578611111
1302 faa_code 
1302 iata_code OSY
1302 icao_code ENNM
1302 region_code EN
1302 state Nord-Trøndelag
1302 transition_alt 7000
1302 transition_level 
1302 flatten 1
100 29.87 1 0 0.25 1 2 0 07  64.47106160  011.56852416   12    0 2 12 0 0 25  64.47329618  011.58726815   34    0 2 12 0 0
110 4 0.00 69.2200 New Taxiway 3
111  64.47233929  011.57349338
111  64.47233171  011.57351224
112  64.47225196  011.57353908  64.47224953  011.57353908
111  64.47224892  011.57367328
111  64.47227814  011.57377357
111  64.47235788  011.57386115
111  64.47238771  011.57379758
111  64.47243094  011.57400241
111  64.47245468  011.57408857
111  64.47249668  011.57408434
111  64.47252590  011.57416768
111  64.47255451  011.57424113
112  64.47262695  011.57421147  64.47262878  011.57421147
111  64.47267322  011.57412671
111  64.47267626  011.57402783
111  64.47265982  011.57393884
111  64.47264826  011.57387669
112  64.47268235  011.57370153  64.47268356  011.57370012
111  64.47270731  011.57356874
111  64.47268904  011.57339782
111  64.47265252  011.57338228
113  64.47259578  011.57332159
110 1 0.00 74.3900 New Taxiway 63
111  64.47297645  011.58597552
111  64.47295924  011.58628404
111  64.47310389  011.58749720
112  64.47332475  011.58736067  64.47346777  011.58725985
111  64.47351665  011.58715062
111  64.47338280  011.58603661
113  64.47329271  011.58577529
110 1 0.00 0.0000 New Taxiway 2
111  64.47172087  011.57260308
112  64.47172087  011.57260308  64.47168177  011.57230971
111  64.47173543  011.57225935
111  64.47202964  011.57200688
112  64.47202964  011.57200688  64.47212087  011.57193902
111  64.47215343  011.57208218
111  64.47233929  011.57349338
111  64.47259578  011.57332159
111  64.47264631  011.57276243
111  64.47260811  011.57216554
111  64.47258994  011.57202806
111  64.47241976  011.57213846
111  64.47220886  011.57040096
111  64.47280615  011.57004430
111  64.47272431  011.56929491
111  64.47274061  011.56918149
111  64.47270354  011.56888418
111  64.47272397  011.56877600
112  64.47272397  011.56877600  64.47273706  011.56871401
111  64.47273444  011.56863135
111  64.47269096  011.56831289
111  64.47145737  011.56909624
112  64.47145737  011.56909624  64.47143145  011.56909883
112  64.47139359  011.56895038  64.47137967  011.56888788
111  64.47139359  011.56895038
112  64.47139359  011.56895038  64.47138570  011.56891498
111  64.47138103  011.56888710
111  64.47133832  011.56891511
111  64.47127448  011.56837252
111  64.47093117  011.56860469
111  64.47113030  011.57025577
111  64.47138618  011.57008889
111  64.47142896  011.57008980
112  64.47153437  011.56961260  64.47166072  011.56952622
111  64.47153437  011.56961260
111  64.47186122  011.56940951
112  64.47197781  011.56959024  64.47201502  011.56981292
111  64.47197781  011.56959024
112  64.47197781  011.56959024  64.47198760  011.56966447
111  64.47194204  011.56982839
111  64.47196700  011.56987501
111  64.47185040  011.57028101
112  64.47177938  011.57043671  64.47173953  011.57047232
111  64.47177938  011.57043671
111  64.47156272  011.57056857
112  64.47143825  011.57052306  64.47138545  011.57042329
111  64.47143825  011.57052306
111  64.47150995  011.57112543
112  64.47159062  011.57093460  64.47165871  011.57089084
111  64.47159062  011.57093460
111  64.47174010  011.57083430
111  64.47184634  011.57094748
