I
1130 Generated by WorldEditor 2.1.0r1

1    644 1 0 EFKT Kittila
1302 city Kittilä
1302 country Finland
1302 datum_lat 67.698611111
1302 datum_lon 24.848055556
1302 faa_code 
1302 gui_label 3D
1302 iata_code KTT
1302 icao_code EFKT
1302 region_code EF
1302 state Lapland
1302 transition_alt 5000
1302 transition_level 
100 45.00 1 0 0.25 0 3 0 16  67.71194038  024.83974814    0    0 2 10 0 0 34  67.69010327  024.85399056    0    0 3 10 0 0
110 1 0.00 166.0000 New Taxiway 1
111  67.69884539  024.85311414
111  67.70730166  024.84753746
112  67.70730166  024.84753746  67.70750956  024.84740686
112  67.70768188  024.84601779  67.70763013  024.84546715
111  67.70768188  024.84601779
111  67.70747683  024.84394010
112  67.70747683  024.84394010  67.70744253  024.84349294
111  67.70771973  024.84297909
111  67.70675634  024.84359362
112  67.70715629  024.84416175  67.70720261  024.84463028
111  67.70715629  024.84416175
111  67.70727408  024.84531134
112  67.70727408  024.84531134  67.70732731  024.84585848
112  67.70699810  024.84690513  67.70682155  024.84704978
111  67.70699810  024.84690513
113  67.69875778  024.85215678
110 5 0.00 0.0000 New Taxiway 17
111  67.69763947  024.85925047
112  67.69770453  024.85933409  67.69772357  024.85935918
112  67.69789018  024.85949716  67.69793778  024.85958078
112  67.69803299  024.85951388  67.69807425  024.85945953
112  67.69813930  024.85912503  67.69814406  024.85895778
112  67.69812026  024.85848949  67.69808694  024.85841423
112  67.69801395  024.85856475  67.69798221  024.85862329
112  67.69790605  024.85861493  67.69786003  024.85868183
112  67.69782512  024.85884071  67.69777593  024.85884907
112  67.69774282  024.85873361  67.69773884  024.85872028
111  67.69774282  024.85873361
112  67.69774282  024.85873361  67.69773786  024.85872778
113  67.69773581  024.85875318
110 1 0.00 78.0000 New Taxiway 12
111  67.68990312  024.85342730
112  67.68975506  024.85291595  67.68972873  024.85258661
112  67.68949963  024.84922931  67.68949772  024.84894154
112  67.68968163  024.84852276  67.68978034  024.84850543
112  67.68981390  024.84885122  67.68978066  024.84922839
112  67.68995315  024.84979498  67.69007832  024.84981505
111  67.68995315  024.84979498
112  67.68995315  024.84979498  67.69001744  024.84980529
112  67.69023298  024.84961849  67.69037214  024.84955588
111  67.69023298  024.84961849
112  67.69023298  024.84961849  67.69036475  024.84955921
112  67.69064674  024.84948386  67.69073475  024.84940377
111  67.69064674  024.84948386
112  67.69064674  024.84948386  67.69082771  024.84931919
112  67.69078822  024.84872984  67.69078164  024.84864317
112  67.69060396  024.84833117  67.69050855  024.84834850
112  67.69034074  024.84849584  67.69029138  024.84847850
112  67.69003474  024.84822716  67.68993273  024.84823583
112  67.68962932  024.84829193  67.68954810  024.84838409
112  67.68943225  024.84976898  67.68950793  024.85105168
112  67.68964318  024.85291595  67.68967280  024.85326263
114  67.68977151  024.85367864  67.68979454  024.85371330
112  67.69067306  024.84876451  67.69068951  024.84889451
112  67.69060864  024.84922931  67.69050838  024.84930776
111  67.69022713  024.84934246
114  67.69048987  024.84866870  67.69056603  024.84852324
112  67.69005448  024.84945786  67.69001828  024.84953586
112  67.68991957  024.84938853  67.68990641  024.84922386
112  67.68993273  024.84867784  67.68996564  024.84842650
112  67.69011054  024.84848531  67.69017142  024.84851495
112  67.69019538  024.84885433  67.69017922  024.84903197
113  67.69013677  024.84916149
110 1 0.00 77.0000 New Taxiway 9
111  67.69104989  024.85451355
112  67.69089086  024.85496136  67.69091280  024.85494692
112  67.69100602  024.85506971  67.69101425  024.85515638
112  67.69110364  024.85632648  67.69113764  024.85684652
112  67.69092885  024.85750287  67.69085481  024.85758955
112  67.69051805  024.85770383  67.69030692  024.85789162
112  67.69036715  024.85848610  67.69038179  024.85861934
112  67.69054008  024.85897105  67.69067390  024.85899298
112  67.69084967  024.85865571  67.69095667  024.85860863
112  67.69113106  024.85904446  67.69131421  024.85896280
112  67.69134328  024.85832720  67.69132957  024.85808162
113  67.69106360  024.85455689
111  67.69118267  024.85737994
112  67.69126074  024.85842325  67.69127407  024.85869913
112  67.69110270  024.85881449  67.69105700  024.85879945
112  67.69100749  024.85850852  67.69099417  024.85831290
114  67.69105700  024.85794674  67.69108937  024.85778121
112  67.69091991  024.85775195  67.69098274  024.85773858
112  67.69090626  024.85799941  67.69083200  024.85820506
112  67.69062921  024.85869077  67.69053781  024.85881617
112  67.69044800  024.85842994  67.69042959  024.85821258
112  67.69053241  024.85794339  67.69058541  024.85788237
114  67.69072917  024.85780880  67.69079550  024.85779208
110 1 0.00 74.5000 New Taxiway 5
111  67.70752595  024.84209698
112  67.70700224  024.83689309  67.70693369  024.83622092
112  67.70662961  024.83637347  67.70651171  024.83646020
112  67.70632223  024.83699428  67.70617691  024.83709547
112  67.70579197  024.83703704  67.70563568  024.83715991
112  67.70553804  024.83806397  67.70558739  024.83862772
112  67.70580675  024.83863495  67.70585336  024.83864218
112  67.70614675  024.83851931  67.70632223  024.83837475
112  67.70653336  024.83833862  67.70664853  024.83835307
112  67.70688707  024.83860604  67.70696385  024.83875059
112  67.70713111  024.83932157  67.70717498  024.83969018
112  67.70740256  024.84176451  67.70741901  024.84193797
114  67.70733685  024.84222733  67.70730669  024.84226347
112  67.70701106  024.83812089  67.70703010  024.83835930
112  67.70694442  024.83840113  67.70689364  024.83826728
112  67.70668260  024.83776117  67.70665086  024.83768170
112  67.70649694  024.83718814  67.70648266  024.83690371
112  67.70667466  024.83658582  67.70674290  024.83652726
114  67.70690633  024.83692044  67.70694442  024.83729270
112  67.70658840  024.83796367  67.70663029  024.83808413
112  67.70661887  024.83815439  67.70658269  024.83814937
112  67.70648748  024.83811926  67.70643798  024.83810922
112  67.70613141  024.83828489  67.70599431  024.83839029
112  67.70583436  024.83841037  67.70573725  024.83842041
112  67.70564205  024.83818451  67.70558873  024.83805401
112  67.70563824  024.83754708  67.70566109  024.83742160
112  67.70583627  024.83722083  67.70589530  024.83719072
112  67.70616949  024.83726601  67.70627612  024.83733126
113  67.70647415  024.83768761
110 2 0.00 124.0000 Concrete 13B
111  67.69543888  024.85639271
111  67.69532174  024.85685530
111  67.69536825  024.85693614
111  67.69532003  024.85712291
111  67.69539607  024.85725722
113  67.69556223  024.85662319
110 2 0.00 121.5000 Concrete 14B
111  67.69483543  024.85679849
111  67.69472148  024.85727789
111  67.69476927  024.85735536
111  67.69472424  024.85755390
111  67.69480603  024.85767980
113  67.69496133  024.85699703
110 1 0.00 166.1000 New Taxiway 1
111  67.71071209  024.84109249
111  67.71150662  024.84154144
111  67.71223872  024.84105709
111  67.71215920  024.84024020
111  67.71257872  024.83997995
111  67.71244985  024.83851967
111  67.71179727  024.83891004
111  67.71148046  024.83950100
113  67.71156968  024.84049322
110 1 0.00 166.1000 New Taxiway 11
111  67.69070626  024.85306081
112  67.69041041  024.85315606  67.69027563  024.85320802
112  67.69005539  024.85302618  67.69000608  024.85306947
112  67.68983185  024.85355437  67.68976282  024.85366694
111  67.68957874  024.85377950
112  67.68969708  024.85479259  67.68973653  024.85476662
112  67.69025003  024.85485969  67.69030710  024.85488375
112  67.69046178  024.85520842  67.69049146  024.85523247
112  67.69071206  024.85508781  67.69076913  024.85505173
111  67.69071206  024.85508781
112  67.69071206  024.85508781  67.69076913  024.85505173
112  67.69090008  024.85496187  67.69092291  024.85490775
114  67.69146850  024.85362087  67.69151872  024.85359080
110 5 0.00 0.0000 New Taxiway 2
111  67.71464162  024.83735576
111  67.71318703  024.83829267
111  67.71303258  024.83797301
111  67.71246666  024.83833260
111  67.71240033  024.83855746
111  67.71253020  024.83999184
111  67.71239275  024.84007929
111  67.71258055  024.84041634
111  67.71322019  024.84000410
111  67.71326758  024.83956687
113  67.71476007  024.83857999
110 1 0.00 166.1000 Apron
111  67.69758591  024.85311908
111  67.69463189  024.85508600
112  67.69302188  024.85615698  67.69299502  024.85617113
112  67.69298965  024.85638337  67.69300576  024.85656730
111  67.69323672  024.85898678
111  67.69426654  024.85946245
111  67.69449549  024.85888914
111  67.69480221  024.85867620
111  67.69491229  024.85984406
111  67.69504099  024.85976616
111  67.69496463  024.85892982
111  67.69530328  024.85871514
111  67.69522537  024.85792801
111  67.69566567  024.85763752
111  67.69573761  024.85751665
111  67.69595309  024.85734403
111  67.69836669  024.85582267
111  67.69820698  024.85409058
112  67.69820698  024.85409058  67.69819213  024.85393407
112  67.69828868  024.85375587  67.69835550  024.85370044
111  67.69828868  024.85375587
111  67.69872947  024.85344807
112  67.69872947  024.85344807  67.69872412  024.85324148
112  67.69884539  024.85311414  67.69890954  024.85306719
111  67.69884539  024.85311414
113  67.69875778  024.85215678
110 1 0.00 72.5000 New Taxiway 3
112  67.69463413  024.85157626  67.69443385  024.85169834
111  67.69463413  024.85157626
112  67.69463413  024.85157626  67.69478954  024.85152850
112  67.69496971  024.85206835  67.69500856  024.85237544
