A
1000 Generated by WorldEditor

1     89 0 0 ESCK Bråvalla
100 38.10 1 0 0.25 0 0 0 15  58.61944750  016.09323200    0   15 2 0 0 0 33  58.60232800  016.11380900    0   50 2 0 0 0
100 38.10 1 0 0.25 0 0 0 06  58.60636400  016.09038668    0   15 2 0 0 0 24  58.61506600  016.11564900    0   15 2 0 0 0
110 2 0.25 0.0000 Concrete pad NE
111  58.61265229  016.11775282
111  58.61152040  016.11943556
111  58.61161702  016.11972706
113  58.61276271  016.11803107
110 1 0.25 0.0000 Taxiways NE
111  58.60216005  016.11361437
111  58.60180215  016.11372528
111  58.60156475  016.11357393
111  58.60141724  016.11336159
111  58.60021966  016.11148408
111  58.59993218  016.11113419
111  58.59976389  016.11106690
111  58.59961664  016.11112073
111  58.59916087  016.11184743
111  58.59899959  016.11171286
111  58.59882429  016.11285674
111  58.59904867  016.11324701
111  58.59913282  016.11356999
111  58.59909075  016.11385260
111  58.59908285  016.11402754
111  58.59933008  016.11410589
111  58.59942098  016.11424136
111  58.59977345  016.11429353
111  58.59996740  016.11415119
111  58.60012727  016.11415947
111  58.60120133  016.11430087
111  58.60180436  016.11435052
111  58.60203575  016.11451201
111  58.60213392  016.11471387
111  58.60251491  016.11527760
111  58.60282031  016.11558713
111  58.60315821  016.11573756
111  58.60349556  016.11571512
111  58.60388044  016.11545493
111  58.60436581  016.11491658
111  58.60508493  016.11404925
111  58.60561939  016.11340921
111  58.60585780  016.11327463
111  58.60607517  016.11338230
111  58.60633461  016.11370530
111  58.60763413  016.11590792
111  58.60913299  016.11841929
111  58.60959876  016.11918985
111  58.60963858  016.11932578
111  58.60964174  016.11948564
111  58.60891668  016.12057618
111  58.60946681  016.12201288
111  58.60925665  016.12234667
111  58.61023799  016.12485007
111  58.61117414  016.12336740
111  58.61084436  016.12255234
111  58.61172591  016.12109131
111  58.61193263  016.12116810
111  58.61244038  016.11994311
111  58.61280112  016.12005850
111  58.61285000  016.11954874
111  58.61243659  016.11941179
111  58.61245906  016.11890710
111  58.61275602  016.11844299
111  58.61298588  016.11807708
111  58.61294886  016.11741218
111  58.61304653  016.11722506
111  58.61316454  016.11710917
111  58.61351893  016.11702267
111  58.61392261  016.11706426
111  58.61421077  016.11700481
111  58.61443006  016.11690256
111  58.61476493  016.11664551
111  58.61499530  016.11635123
111  58.61508666  016.11633486
111  58.61524605  016.11617396
111  58.61522524  016.11601409
111  58.61521929  016.11586563
111  58.61528471  016.11568292
111  58.61538137  016.11535603
111  58.61546257  016.11492000
111  58.61549734  016.11455284
111  58.61550313  016.11382965
111  58.61566539  016.11358487
111  58.61564801  016.11301745
111  58.61545098  016.11282830
111  58.61509659  016.10700717
111  58.61511929  016.10687402
111  58.61537178  016.10681359
111  58.61537294  016.10698612
111  58.61533908  016.10698676
111  58.61534493  016.10733670
111  58.61559581  016.10731422
111  58.61559526  016.10694569
111  58.61583792  016.10637234
111  58.61572592  016.10619317
111  58.61556726  016.10658735
111  58.61508471  016.10668817
111  58.61507372  016.10648441
111  58.61545417  016.10643171
111  58.61545124  016.10623006
111  58.61505863  016.10624692
111  58.61502596  016.10518981
111  58.61506329  016.10472397
111  58.61516595  016.10411479
111  58.61587358  016.10198622
111  58.61616733  016.10155674
112  58.62023806  016.09651587  58.62029279  016.09644786
112  58.62045262  016.09599551  58.62048482  016.09585948
112  58.62053167  016.09528001  58.62053811  016.09513162
112  58.62050909  016.09473796  58.62048655  016.09454629
112  58.62032196  016.09403491  58.62026723  016.09389270
112  58.62003479  016.09358882  58.61990600  016.09345898
111  58.61964716  016.09336040
111  58.61952090  016.09351089
112  58.61969505  016.09352761  58.61976267  016.09353379
112  58.61999755  016.09367845  58.62007805  016.09377119
112  58.62027071  016.09410048  58.62031901  016.09423032
112  58.62045131  016.09477333  58.62046740  016.09494027
112  58.62047099  016.09527496  58.62046133  016.09542335
112  58.62039489  016.09595834  58.62035303  016.09606964
112  58.62020881  016.09642035  58.62014763  016.09650073
112  58.61626073  016.10126117  58.61622773  016.10127927
111  58.61618410  016.10126117
112  58.61616974  016.10106805  58.61619802  016.10099564
112  58.61655303  016.09991871  58.61660017  016.09975579
112  58.61669206  016.09920014  58.61671092  016.09910962
112  58.61671571  016.09854839  58.61671092  016.09830929
112  58.61664866  016.09780352  58.61662980  016.09768585
111  58.61653851  016.09733453
111  58.61647625  016.09716901
111  58.61632299  016.09735292
112  58.61643793  016.09737132  58.61647564  016.09746183
111  58.61653372  016.09763799
112  58.61662471  016.09825412  58.61662943  016.09839894
112  58.61661993  016.09890702  58.61660578  016.09909710
112  58.61648104  016.09982661  58.61642918  016.09999859
111  58.61498201  016.10436937
111  58.61494369  016.10436937
112  58.61491347  016.10402784  58.61489620  016.10387583
