I
1100 Generated by WorldEditor 1.7.0r3

1     41 1 0 ENSS Svartnes
1302 city Vardø
1302 country Norway
1302 datum_lat 70.355277778
1302 datum_lon 31.045
1302 faa_code 
1302 iata_code VAW
1302 icao_code ENSS
1302 region_code EN
1302 state Finnmark
1302 transition_alt 7000
1302 transition_level 
100 29.87 1 0 0.00 1 3 0 15  70.36000000  031.04078000   60    0 2 0 0 0 33  70.35030000  031.04944000   45    0 2 0 0 0
102 H1  70.35586662  031.04229775 346.09 7.90 7.90 3 0 0 0.00 0
102 H2  70.35556501  031.04200586 346.09 7.90 7.90 3 0 0 0.00 0
110 5 0.00 0.0000 New Taxiway 2
111  70.35683279  031.04057497
111  70.35692353  031.04050191
112  70.35694923  031.04045216  70.35695753  031.04042310
112  70.35698353  031.04019857  70.35699672  031.04013610
111  70.35705278  031.03999081
111  70.35703810  031.03982293
112  70.35695056  031.04009692  70.35693591  031.04016521
111  70.35691328  031.04036946
113  70.35682071  031.04045106
110 5 0.00 0.0000 New Taxiway 1
111  70.35664275  031.04414294
112  70.35689829  031.04568869  70.35692288  031.04581935
112  70.35726353  031.04699696  70.35735313  031.04715898
111  70.35758000  031.04725577
111  70.35762694  031.04737159
111  70.35776764  031.04737326
111  70.35776764  031.04695306
111  70.35762926  031.04695139
111  70.35758822  031.04709250
112  70.35729550  031.04687487  70.35723577  031.04675466
112  70.35694383  031.04561050  70.35692274  031.04549029
113  70.35669928  031.04409299
110 5 0.00 0.0000 New Taxiway 9
111  70.35470802  031.04582501
111  70.35497228  031.04820079
111  70.35510367  031.04807201
111  70.35507530  031.04783665
111  70.35500214  031.04791214
113  70.35476774  031.04576728
110 5 0.00 0.0000 New Taxiway 8
111  70.35340872  031.04632468
111  70.35319952  031.04414735
111  70.35321027  031.04393634
111  70.35318662  031.04371255
111  70.35305763  031.04384683
111  70.35308128  031.04406468
111  70.35313718  031.04421129
113  70.35334572  031.04637886
110 1 0.00 162.0000 New Taxiway 7
111  70.35033466  031.04978589
111  70.35035536  031.04996175
111  70.35078402  031.04959176
113  70.35085659  031.04930811
110 1 0.00 163.0000 New Taxiway 6
111  70.35996535  031.04043541
111  70.35994601  031.04024761
111  70.35966899  031.04050191
113  70.35961377  031.04074998
110 3 0.00 165.0000 New Taxiway 5
111  70.35591039  031.04145024
111  70.35544776  031.04180171
111  70.35551468  031.04258364
111  70.35575164  031.04300292
111  70.35585144  031.04292054
111  70.35589042  031.04271328
113  70.35601341  031.04261822
110 1 0.00 165.0000 New Taxiway 3
111  70.35703336  031.04308580
112  70.35694951  031.04300904  70.35691291  031.04293943
111  70.35689815  031.04286427
111  70.35678643  031.04193737
111  70.35679692  031.04187216
111  70.35668227  031.04083291
111  70.35591039  031.04145024
111  70.35601341  031.04261822
111  70.35624034  031.04241393
111  70.35631798  031.04332433
112  70.35632096  031.04353306  70.35630956  031.04364550
