I
1130 Generated by WorldEditor 2.1.0r1

1    374 0 0 ENSI Ski Flyplass
1302 city Ski
1302 country Norway
1302 datum_lat 
1302 datum_lon 
1302 faa_code 
1302 gui_label 3D
1302 iata_code 
1302 icao_code ENSI
1302 region_code 
1302 state Akershus
1302 transition_alt 
1302 transition_level 
100 14.00 3 0 0.00 0 0 0 01  59.70491190  010.88109391    0    0 0 0 0 0 19  59.70942312  010.88241393    0    0 0 0 0 0
110 3 0.00 13.0000 New Taxiway 36
112  59.70894136  010.88328863  59.70893365  010.88329373
112  59.70889959  010.88327207  59.70887774  010.88325678
112  59.70883853  010.88324404  59.70881025  010.88323002
112  59.70877940  010.88321601  59.70876784  010.88320709
112  59.70864380  010.88322365  59.70859560  010.88325296
112  59.70857809  010.88333052  59.70855881  010.88337894
112  59.70854675  010.88345427  59.70852426  010.88349250
112  59.70850755  010.88355620  59.70848762  010.88360972
112  59.70846320  010.88358041  59.70845485  010.88357914
112  59.70839893  010.88355493  59.70838608  010.88355493
112  59.70836359  010.88362628  59.70835780  010.88364285
112  59.70834816  010.88372057  59.70835009  010.88372821
111  59.70848377  010.88378300
112  59.70883660  010.88382505  59.70883725  010.88382377
112  59.70889059  010.88379829  59.70891116  010.88380211
112  59.70893879  010.88380594  59.70894843  010.88380594
112  59.70899856  010.88371674  59.70901463  010.88367342
112  59.70903198  010.88359570  59.70904098  010.88357914
114  59.70905962  010.88354983  59.70907054  010.88353582
110 3 0.00 13.0000 New Taxiway 25
112  59.70941979  010.88252432  59.70943092  010.88248114
112  59.70943057  010.88246078  59.70943279  010.88244977
112  59.70943723  010.88240353  59.70943945  010.88237711
111  59.70944374  010.88231638
112  59.70943438  010.88228173  59.70942772  010.88227513
112  59.70940836  010.88230225  59.70940059  010.88230225
111  59.70938615  010.88230666
111  59.70936949  010.88231987
111  59.70905298  010.88223400
111  59.70904743  010.88236830
112  59.70906075  010.88239253  59.70906186  010.88239693
112  59.70908630  010.88243216  59.70908852  010.88244757
112  59.70909296  010.88251142  59.70909185  010.88251362
112  59.70908519  010.88253564  59.70908185  010.88256206
112  59.70907075  010.88262591  59.70906853  010.88263912
112  59.70902299  010.88288792  59.70901411  010.88291874
112  59.70898301  010.88303103  59.70897635  010.88305304
112  59.70894192  010.88315653  59.70893859  010.88316754
112  59.70890750  010.88326221  59.70889750  010.88328423
112  59.70887529  010.88334588  59.70887418  010.88335909
112  59.70887640  010.88341413  59.70889084  010.88342514
112  59.70894748  010.88347358  59.70897302  010.88348238
112  59.70902744  010.88351981  59.70903743  010.88352862
112  59.70905520  010.88353082  59.70906964  010.88349559
112  59.70909074  010.88340753  59.70910629  010.88333707
112  59.70913516  010.88327982  59.70914849  010.88326441
112  59.70918069  010.88324460  59.70918514  010.88322698
112  59.70921734  010.88310369  59.70925399  010.88295617
112  59.70929175  010.88285929  59.70931396  010.88281306
112  59.70933839  010.88276902  59.70935727  010.88272058
113  59.70938300  010.88265796
130 Airport Boundary 2
111  59.70936927  010.88224539
111  59.70939744  010.88196879
111  59.70937353  010.88195919
111  59.70934660  010.88223649
111  59.70491354  010.88091240
111  59.70489072  010.88128358
111  59.70908630  010.88246575
111  59.70891218  010.88323699
111  59.70863636  010.88317714
111  59.70849858  010.88350219
111  59.70835426  010.88355164
111  59.70832170  010.88425606
111  59.70885575  010.88437214
111  59.70943396  010.88251651
113  59.70945286  010.88223978
1300  59.70869907  010.88335997  -0.54 tie_down props GA
1301 A none 
19  59.70938539  010.88197505 0 New Windsock 1489
99
