I
1100 Generated by WorldEditor 1.7.21r1

1     26 1 0 ENLV Elvenes
1302 city Salangen
1302 country Norway
1302 datum_lat 68.870833
1302 datum_lon 17.985
1302 icao_code ENLV
1302 region_code EN
1302 transition_alt 7000
1302 flatten 1
100 30.00 3 0 0.35 0 0 0 09  68.87023897  017.97489685    0    0 0 0 0 0 27  68.87175006  017.99186245    0    0 0 0 0 0
130 Airport Boundary 2
111  68.86974115  017.97511519
111  68.87023980  017.98044177
111  68.86994341  017.98115180
111  68.86992096  017.98158778
111  68.87010957  017.98232271
111  68.87041044  017.98295800
111  68.87072479  017.98614690
111  68.87090891  017.98777873
111  68.87104363  017.98882511
111  68.87140737  017.99377063
111  68.87347758  017.99440605
111  68.87446104  017.99395761
111  68.87436269  017.99115579
111  68.87406705  017.98930777
111  68.87281715  017.98663964
111  68.87195643  017.98683690
111  68.87085622  017.97449396
111  68.87070653  017.97403721
111  68.87052316  017.97389189
113  68.87028740  017.97414102
14  68.87038520  017.98154696  32.81 0 New Tower Viewpoint 20
1300  68.87199879  017.99091944 346.12 misc props Grass apron 1
1301 A none 
1300  68.87204109  017.99138501 346.12 misc props Grass apron 2
1301 A none 
19  68.87117082  017.98800805 0 WDI
19  68.87006261  017.97587343 0 WDI
51 12350 Elvenes Traffic
1200 
1201  68.87189456  017.99147577 both 0 _start
1201  68.87185354  017.99100962 both 1 _start
1201  68.87013014  017.97506080 both 2 _stop
1201  68.87016574  017.97547224 both 3 _stop
1201  68.87024484  017.97497851 both 4 _start
1201  68.87028934  017.97547772 both 5 _start
1201  68.87168070  017.99110453 both 6 _start
1201  68.87172152  017.99156904 both 7 _start
1202 0 7 twoway taxiway_A 
1204 departure 09,27
1204 arrival 09,27
1202 1 6 twoway taxiway_A 
1204 departure 09,27
1204 arrival 09,27
1202 2 4 oneway taxiway_A 
1204 departure 09,27
1204 arrival 09,27
1202 3 2 oneway taxiway_A 
1204 departure 09,27
1204 arrival 09,27
1202 5 3 oneway taxiway_A 
1204 departure 09,27
1204 arrival 09,27
1202 4 5 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 5 6 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 6 7 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
99
