I
1100 Generated by WorldEditor 1.7.0r3

1     76 1 0 ENHD Haugesund Lufthavn Karmoy
1302 city Karmøy
1302 country Norway
1302 datum_lat 59.343333333
1302 datum_lon 5.2125
1302 faa_code 
1302 iata_code HAU
1302 icao_code ENHD
1302 region_code EN
1302 state Rogaland
1302 transition_alt 7000
1302 transition_level 
100 45.11 1 0 0.00 1 3 0 13  59.35066456  005.19754008   60    0 3 3 0 0 31  59.33736644  005.22419149   60    0 3 3 0 0
110 1 0.00 46.0000 Apron
112  59.34341645  005.21329263  59.34348983  005.21343335
112  59.34385271  005.21411803  59.34392745  005.21425831
112  59.34391468  005.21465616  59.34386127  005.21476914
112  59.34352056  005.21545536  59.34345461  005.21558470
112  59.34326769  005.21535751  59.34317874  005.21524322
112  59.34294604  005.21474008  59.34289696  005.21461978
112  59.34282325  005.21440619  59.34278951  005.21428889
111  59.34279586  005.21406628
111  59.34232929  005.21500186
112  59.34246299  005.21497651  59.34253490  005.21499047
112  59.34268613  005.21524774  59.34277969  005.21539211
112  59.34301118  005.21587026  59.34305872  005.21600260
112  59.34308420  005.21629681  59.34307653  005.21642614
111  59.34308420  005.21629681
112  59.34308420  005.21629681  59.34308312  005.21631514
112  59.34307894  005.21635221  59.34307655  005.21637075
111  59.34307894  005.21635221
112  59.34307894  005.21635221  59.34306446  005.21646451
112  59.34299101  005.21665793  59.34295415  005.21673795
111  59.34299101  005.21665793
112  59.34299101  005.21665793  59.34294807  005.21675117
112  59.34263081  005.21737708  59.34258941  005.21746130
112  59.34251620  005.21792627  59.34249779  005.21802853
111  59.34236101  005.21832402
111  59.34227057  005.21827173
111  59.34206118  005.21867418
111  59.34209104  005.21884204
112  59.34201147  005.21894676  59.34195780  005.21899488
112  59.34178210  005.21889499  59.34170695  005.21878972
112  59.34132083  005.21808593  59.34124133  005.21793435
112  59.34110927  005.21744831  59.34110007  005.21729312
111  59.34110927  005.21744831
111  59.34073358  005.21820167
112  59.34073358  005.21820167  59.34081793  005.21819165
112  59.34100061  005.21842547  59.34104744  005.21850316
111  59.34100061  005.21842547
112  59.34100061  005.21842547  59.34103757  005.21848679
112  59.34151341  005.21940548  59.34166512  005.21969800
111  59.34151341  005.21940548
112  59.34151341  005.21940548  59.34153398  005.21944515
112  59.34156446  005.21950383  59.34157755  005.21952898
111  59.34156446  005.21950383
112  59.34156446  005.21950383  59.34157715  005.21952822
112  59.34158932  005.21955134  59.34159285  005.21955794
111  59.34158932  005.21955134
112  59.34158932  005.21955134  59.34162336  005.21961500
112  59.34188818  005.21974609  59.34201701  005.21974248
112  59.34224345  005.21975822  59.34232811  005.21976544
112  59.34238841  005.21982876  59.34241233  005.21986846
111  59.34245069  005.21993207
111  59.34279048  005.21925617
112  59.34272987  005.21912472  59.34271146  005.21905615
112  59.34272972  005.21891161  59.34274813  005.21884304
111  59.34278551  005.21880345
112  59.34278551  005.21880345  59.34282968  005.21899834
112  59.34291490  005.21919736  59.34295906  005.21927677
111  59.34318419  005.21970380
111  59.34384691  005.21837810
111  59.34370429  005.21810083
111  59.34520799  005.21508666
111  59.34565823  005.21418416
111  59.34543763  005.21395226
111  59.34525152  005.21356071
111  59.34533817  005.21339892
111  59.34531516  005.21335094
111  59.34519476  005.21307372
112  59.34503071  005.21335086  59.34500081  005.21340201
111  59.34498095  005.21334553
112  59.34491095  005.21319350  59.34489062  005.21315509
112  59.34477101  005.21306030  59.34469123  005.21305228
111  59.34462084  005.21317988
112  59.34430343  005.21380740  59.34423797  005.21393081
112  59.34405974  005.21375421  59.34400351  005.21364893
112  59.34364605  005.21295281  59.34363219  005.21292600
112  59.34359541  005.21265178  59.34358956  005.21249854
111  59.34362466  005.21240432
113  59.34317208  005.21331185
110 1 0.00 134.3700 Runway shoulder
111  59.33761726  005.22485909
111  59.33808929  005.22391254
111  59.33798518  005.22371290
111  59.33994131  005.21979037
111  59.34010661  005.21945891
111  59.34013831  005.21939533
111  59.34047640  005.21871738
111  59.34073358  005.21820167
111  59.34110927  005.21744831
111  59.34111398  005.21743887
111  59.34141909  005.21682705
111  59.34218698  005.21528723
111  59.34230277  005.21505533
111  59.34232929  005.21500186
111  59.34279586  005.21406628
111  59.34317208  005.21331185
111  59.34362466  005.21240432
111  59.34828847  005.20305221
111  59.34859368  005.20244018
111  59.34875581  005.20211507
111  59.34887802  005.20187001
111  59.34918680  005.20125081
111  59.34921337  005.20119753
111  59.34951244  005.20059783
111  59.34981781  005.19998549
111  59.35044311  005.19873159
111  59.35053105  005.19890033
111  59.35098792  005.19798418
111  59.35054208  005.19712886
111  59.35051786  005.19708240
111  59.34943254  005.19925878
111  59.34912740  005.19987067
111  59.34880791  005.20051133
111  59.34865638  005.20081520
111  59.34821354  005.20170322
111  59.34790834  005.20231524
111  59.34772808  005.20267669
111  59.34764231  005.20284870
111  59.34724237  005.20365069
111  59.34720666  005.20372230
111  59.34610493  005.20593158
111  59.34607705  005.20598748
111  59.34242525  005.21331037
111  59.34211967  005.21392316
111  59.34191903  005.21432550
111  59.34169707  005.21477060
111  59.34103663  005.21609496
111  59.34073141  005.21670700
111  59.34010293  005.21796730
111  59.34004119  005.21809110
111  59.33972748  005.21872017
111  59.33956307  005.21904986
113  59.33713104  005.22392678
130 Airport Boundary
111  59.35044611  005.19608444
111  59.33993509  005.21722260
111  59.33957425  005.21718663
111  59.33704917  005.22224082
111  59.33595538  005.22312170
111  59.33487943  005.22532442
111  59.33518021  005.22628863
111  59.33572562  005.22758491
111  59.33619009  005.22841748
111  59.34076306  005.21941690
111  59.34176238  005.21984358
111  59.34241957  005.21996176
111  59.34292026  005.22062239
111  59.34278208  005.22139185
111  59.34314329  005.22230867
111  59.34375496  005.21997418
111  59.34424140  005.22050409
111  59.34467363  005.21943693
111  59.34462732  005.21924904
111  59.34620516  005.21609671
111  59.34598150  005.21455165
111  59.34518371  005.21296606
111  59.34474426  005.21283733
111  59.34446110  005.21337927
111  59.34403567  005.21259348
111  59.34918013  005.20240552
111  59.34966332  005.20192215
111  59.35170754  005.19772672
111  59.35264859  005.19545657
113  59.35172397  005.19380780
120 Linear Feature 13
111  59.34174798  005.21900397 20
115  59.34157442  005.21934745
120 Linear Feature 13
111  59.34342473  005.21565163 20
115  59.34316145  005.21618513
120 Linear Feature 19
111  59.34370307  005.21611937
112  59.34368002  005.21607294  59.34366623  005.21604668
111  59.34368002  005.21607294
112  59.34368002  005.21607294  59.34366110  005.21603692 1
112  59.34360994  005.21596679  59.34358621  005.21594414
111  59.34360994  005.21596679
112  59.34360994  005.21596679  59.34356891  005.21592763 1
116  59.34346968  005.21593588  59.34343471  005.21594511
120 Linear Feature 18
111  59.34408876  005.21686238 1
111  59.34402938  005.21674798 1
111  59.34371439  005.21614118
111  59.34370307  005.21611937
112  59.34368304  005.21606680  59.34367225  005.21603337
111  59.34368304  005.21606680
112  59.34368304  005.21606680  59.34366898  005.21602327 1
112  59.34364995  005.21587428  59.34364760  005.21579305
111  59.34364995  005.21587428
112  59.34364995  005.21587428  59.34364580  005.21573066 1
116  59.34369682  005.21559527  59.34371035  005.21556874
120 Linear Feature 17
111  59.34397509  005.21558155
112  59.34394478  005.21554003  59.34392559  005.21551823
111  59.34394478  005.21554003
112  59.34394478  005.21554003  59.34391854  005.21551022 1
112  59.34382865  005.21548434  59.34378008  005.21549211
111  59.34382865  005.21548434
112  59.34382865  005.21548434  59.34374458  005.21549779 1
116  59.34369682  005.21559527  59.34368330  005.21562180
120 Linear Feature 16
111  59.34435927  005.21631610 1
111  59.34430015  005.21620307 1
111  59.34398403  005.21559862
111  59.34397509  005.21558155
112  59.34395188  005.21552570  59.34393957  005.21548959
111  59.34395188  005.21552570
112  59.34395188  005.21552570  59.34393679  005.21548143 1
112  59.34391773  005.21532525  59.34391588  005.21523796
111  59.34391773  005.21532525
112  59.34391773  005.21532525  59.34391437  005.21516676 1
116  59.34397223  005.21504518  59.34398417  005.21502326
120 Linear Feature 15
111  59.34425340  005.21505526
112  59.34421777  005.21500470  59.34419527  005.21497858
111  59.34421777  005.21500470
112  59.34421777  005.21500470  59.34419050  005.21497305 1
112  59.34410127  005.21494287  59.34405308  005.21494681
111  59.34410127  005.21494287
112  59.34410127  005.21494287  59.34401332  005.21495005 1
116  59.34397223  005.21504518  59.34396029  005.21506711
120 Linear Feature 14
112  59.34411934  005.21425870  59.34414419  005.21430221 1
112  59.34422420  005.21431987  59.34427061  005.21432650 1
112  59.34435426  005.21435960  59.34440244  005.21438485
111  59.34435426  005.21435960
112  59.34435426  005.21435960  59.34437835  005.21437222 1
112  59.34449338  005.21446867  59.34455456  005.21454916
111  59.34449338  005.21446867
112  59.34449338  005.21446867  59.34450247  005.21448336
112  59.34453198  005.21452911  59.34454303  005.21454728
111  59.34453198  005.21452911
112  59.34453198  005.21452911  59.34453473  005.21453362 1
112  59.34453859  005.21454057  59.34454016  005.21454358
111  59.34453859  005.21454057
112  59.34453859  005.21454057  59.34458444  005.21462282 1
111  59.34483525  005.21512395 1
115  59.34489401  005.21524190
120 Linear Feature 12
111  59.34423695  005.21402859 20
115  59.34400672  005.21447693
120 Linear Feature 11
111  59.34195488  005.21505592 1
112  59.34218707  005.21459331  59.34226428  005.21443492 1
116  59.34261985  005.21462767  59.34271985  005.21482043
120 Linear Feature 10
111  59.34276938  005.21343408 1
112  59.34260242  005.21375952  59.34253618  005.21389199
111  59.34260242  005.21375952
112  59.34260242  005.21375952  59.34251278  005.21393879 1
112  59.34261985  005.21462767  59.34272695  005.21483784
111  59.34261985  005.21462767
112  59.34261985  005.21462767  59.34267820  005.21474218 1
111  59.34296655  005.21529603
111  59.34299954  005.21535914 1
112  59.34322661  005.21578967  59.34326079  005.21585239
111  59.34322661  005.21578967
112  59.34322661  005.21578967  59.34328405  005.21589509 1
112  59.34346968  005.21593588  59.34355695  005.21590802
111  59.34346968  005.21593588
112  59.34346968  005.21593588  59.34350863  005.21592345 1
112  59.34357529  005.21583561  59.34360521  005.21577942
111  59.34357529  005.21583561
112  59.34357529  005.21583561  59.34361899  005.21575588 1
111  59.34369682  005.21559527 1
111  59.34397223  005.21504518 1
111  59.34433190  005.21434425 1
112  59.34442686  005.21415413  59.34446200  005.21408729
111  59.34442686  005.21415413
112  59.34442686  005.21415413  59.34444264  005.21412410 1
112  59.34450331  005.21404801  59.34453692  005.21401345
111  59.34450331  005.21404801
112  59.34450331  005.21404801  59.34454451  005.21400564 1
112  59.34464779  005.21398641  59.34470000  005.21399907
111  59.34464779  005.21398641
112  59.34464779  005.21398641  59.34465793  005.21398887 1
112  59.34469754  005.21400352  59.34471989  005.21401214
111  59.34469754  005.21400352
112  59.34469754  005.21400352  59.34472406  005.21401375 1
112  59.34479514  005.21404352  59.34483255  005.21405941
111  59.34479514  005.21404352
112  59.34479514  005.21404352  59.34481057  005.21405007
112  59.34484309  005.21406409  59.34485954  005.21407121
111  59.34484309  005.21406409
112  59.34484309  005.21406409  59.34500930  005.21413602 1
111  59.34521588  005.21423113 1
115  59.34526341  005.21425325
120 Linear Feature 9
111  59.34284618  005.21327918 1
112  59.34303905  005.21289743  59.34312340  005.21272448 1
116  59.34342056  005.21292262  59.34351081  005.21308853
120 Linear Feature 8
111  59.34364932  005.21166340 1
112  59.34341881  005.21211943  59.34331772  005.21232024 1
112  59.34342056  005.21292262  59.34351852  005.21310537
111  59.34342056  005.21292262
112  59.34342056  005.21292262  59.34346180  005.21299956 1
111  59.34379160  005.21363036
111  59.34382478  005.21369385 1
111  59.34411934  005.21425870 1
112  59.34416390  005.21449567  59.34415443  005.21462035 1
112  59.34413712  005.21473081  59.34412689  005.21480099 1
112  59.34417271  005.21490406  59.34420767  005.21497457
111  59.34417271  005.21490406
112  59.34417271  005.21490406  59.34418851  005.21493593 1
112  59.34422149  005.21499751  59.34423648  005.21502515
111  59.34422149  005.21499751
112  59.34422149  005.21499751  59.34423966  005.21503103
111  59.34425340  005.21505526
111  59.34425746  005.21506302 1
111  59.34457010  005.21565979 1
115  59.34463077  005.21577562
120 Linear Feature 4
111  59.34446816  005.21349560 3 102
112  59.34450164  005.21357528  59.34451520  005.21360689 3 102
112  59.34449273  005.21370897  59.34447671  005.21373435 3 102
112  59.34436022  005.21394142  59.34429178  005.21405043 3 102
112  59.34404021  005.21389268  59.34395216  005.21371606
111  59.34404021  005.21389268
112  59.34404021  005.21389268  59.34400192  005.21381588 3 102
112  59.34383942  005.21350453  59.34375691  005.21334673
111  59.34383942  005.21350453
112  59.34383942  005.21350453  59.34373217  005.21329943 3 102
112  59.34359094  005.21302685  59.34356122  005.21296657
111  59.34359094  005.21302685
112  59.34359094  005.21302685  59.34353835  005.21292019 3 102
112  59.34351300  005.21264261  59.34350934  005.21248213 3 102
115  59.34358583  005.21229846
120 Linear Feature 3
111  59.34311118  005.21326399 3 102
112  59.34330614  005.21310487  59.34338491  005.21313045 3 102
112  59.34348307  005.21325315  59.34353665  005.21335122
111  59.34348307  005.21325315
112  59.34348307  005.21325315  59.34351225  005.21330655 3 102
112  59.34372901  005.21372584  59.34383525  005.21393169
111  59.34372901  005.21372584
112  59.34372901  005.21372584  59.34381789  005.21389804 3 102
112  59.34393651  005.21412836  59.34396925  005.21419178
111  59.34393651  005.21412836
112  59.34393651  005.21412836  59.34400840  005.21426761 3 102
112  59.34395018  005.21479224  59.34386381  005.21497222 3 102
112  59.34357459  005.21553251  59.34353288  005.21560736 3 102
112  59.34338735  005.21562465  59.34332630  005.21557908 3 102
112  59.34318392  005.21539461  59.34311649  005.21529899 3 102
112  59.34303001  005.21512878  59.34297942  005.21502608 3 102
112  59.34277813  005.21455846  59.34270039  005.21436183 3 102
116  59.34273595  005.21401135  59.34275458  005.21386862
120 Linear Feature 27
111  59.34124206  005.21869331 4
115  59.34138563  005.21840374
120 Linear Feature 27
111  59.34288357  005.21542488 4
115  59.34303001  005.21512878
120 Linear Feature 26
111  59.34372901  005.21372584 4
115  59.34383942  005.21350453
120 Linear Feature 29
112  59.34534169  005.21471961  59.34531232  005.21466069 20
112  59.34523107  005.21470285  59.34519997  005.21476385
111  59.34523107  005.21470285
112  59.34523107  005.21470285  59.34518489  005.21479343 20
115  59.34499758  005.21515904
120 Linear Feature 29
112  59.34537041  005.21466455  59.34533453  005.21459255 20
112  59.34521134  005.21463218  59.34516403  005.21470383
111  59.34521134  005.21463218
112  59.34521134  005.21463218  59.34520833  005.21463675 20
112  59.34520267  005.21464714  59.34519991  005.21465256
111  59.34520267  005.21464714
112  59.34520267  005.21464714  59.34519596  005.21466031 20
112  59.34517458  005.21470214  59.34516290  005.21472498
111  59.34517458  005.21470214
112  59.34517458  005.21470214  59.34510599  005.21483628 20
115  59.34496925  005.21510321
120 Linear Feature 28
112  59.34517458  005.21470214  59.34516325  005.21469780 22
112  59.34511480  005.21468210  59.34509083  005.21467375
111  59.34511480  005.21468210
112  59.34511480  005.21468210  59.34508730  005.21467252 22
112  59.34495865  005.21460710  59.34493659  005.21458980
111  59.34495865  005.21460710
112  59.34495865  005.21460710  59.34493711  005.21459020 22
112  59.34485646  005.21448083  59.34482849  005.21442886
111  59.34485646  005.21448083
112  59.34485646  005.21448083  59.34483143  005.21443433 22
112  59.34479084  005.21435257  59.34477228  005.21431618
111  59.34479084  005.21435257
112  59.34479084  005.21435257  59.34478058  005.21433245 22
112  59.34469532  005.21437956  59.34466055  005.21444628
111  59.34469532  005.21437956
112  59.34469532  005.21437956  59.34464562  005.21447492 22
112  59.34281948  005.21809781  59.34277930  005.21818644
111  59.34281948  005.21809781
112  59.34281948  005.21809781  59.34278080  005.21818315 22
112  59.34275165  005.21830092  59.34274555  005.21834680
111  59.34275165  005.21830092
112  59.34275165  005.21830092  59.34274454  005.21835439 22
112  59.34272894  005.21851958  59.34272121  005.21857984
111  59.34272894  005.21851958
112  59.34272894  005.21851958  59.34272138  005.21857849 22
112  59.34265168  005.21881797  59.34260488  005.21891836
111  59.34265168  005.21881797
112  59.34265168  005.21881797  59.34261049  005.21890630 22
112  59.34238111  005.21938107  59.34236113  005.21942515
111  59.34238111  005.21938107
112  59.34238111  005.21938107  59.34235649  005.21943538 22
112  59.34217629  005.21957755  59.34210619  005.21959187
111  59.34217629  005.21957755
112  59.34217629  005.21957755  59.34215525  005.21958185 22
112  59.34191360  005.21959279  59.34180898  005.21957766
111  59.34191360  005.21959279
112  59.34191360  005.21959279  59.34178266  005.21957385 22
112  59.34156446  005.21950383  59.34148589  005.21947709
111  59.34156446  005.21950383
112  59.34156446  005.21950383  59.34152403  005.21949007 22
115  59.34150599  005.21948621
120 Linear Feature 28
112  59.34521134  005.21463218  59.34517300  005.21462466 22
112  59.34512184  005.21460443  59.34509534  005.21459519 22
112  59.34497358  005.21453385  59.34495441  005.21451881 22
112  59.34488412  005.21442356  59.34485984  005.21437845 22
112  59.34481928  005.21429679  59.34480038  005.21425972 22
112  59.34466719  005.21432317  59.34461727  005.21441896 22
112  59.34278941  005.21804540  59.34274852  005.21813563 22
112  59.34271273  005.21828101  59.34270506  005.21833865 22
112  59.34268994  005.21850032  59.34268270  005.21855671 22
112  59.34262199  005.21876474  59.34258109  005.21885247 22
112  59.34235105  005.21932866  59.34233060  005.21937377 22
112  59.34217212  005.21949909  59.34211077  005.21951163
111  59.34217212  005.21949909
112  59.34217212  005.21949909  59.34215122  005.21950336 22
112  59.34191656  005.21951412  59.34181536  005.21949948
111  59.34191656  005.21951412
112  59.34191656  005.21951412  59.34172068  005.21948579 22
115  59.34151341  005.21940548
120 Linear Feature 22
112  59.34330489  005.21625957  59.34330888  005.21637513 1
112  59.34337117  005.21654745  59.34341590  005.21663100
111  59.34337117  005.21654745
112  59.34337117  005.21654745  59.34337738  005.21655904 1
112  59.34340837  005.21661790  59.34342628  005.21665199
111  59.34340837  005.21661790
112  59.34340837  005.21661790  59.34341861  005.21663739
112  59.34344347  005.21668476  59.34345650  005.21670961
111  59.34344347  005.21668476
112  59.34344347  005.21668476  59.34353300  005.21685547 1
112  59.34375989  005.21728953  59.34384038  005.21744357
111  59.34375989  005.21728953
112  59.34375989  005.21728953  59.34379488  005.21735650 1
115  59.34381742  005.21739965
120 Linear Feature 21
112  59.34330326  005.21816902  59.34343935  005.21843591 1
116  59.34314863  005.21896613  59.34293488  005.21898934
120 Linear Feature 20
112  59.34309042  005.21775880  59.34312494  005.21776243 1
112  59.34323844  005.21788109  59.34328589  005.21796208
111  59.34323844  005.21788109 1
115  59.34325158  005.21806947
120 Linear Feature 19
112  59.34304725  005.21703689  59.34299142  005.21714728 1
112  59.34299307  005.21745628  59.34301122  005.21760625
111  59.34299307  005.21745628
112  59.34299307  005.21745628  59.34299681  005.21748720
112  59.34300868  005.21754738  59.34301532  005.21757702
111  59.34300868  005.21754738
112  59.34300868  005.21754738  59.34302232  005.21760821 1
112  59.34306734  005.21771426  59.34309269  005.21776322
111  59.34306734  005.21771426
112  59.34306734  005.21771426  59.34307388  005.21772689 1
112  59.34309042  005.21775880  59.34309920  005.21777575
111  59.34309042  005.21775880
112  59.34309042  005.21775880  59.34312949  005.21783420 1
111  59.34325158  005.21806947 1
111  59.34330326  005.21816902 1
111  59.34353403  005.21861357 1
115  59.34358803  005.21851058
120 Linear Feature 18
112  59.34271718  005.21778879  59.34271058  005.21785344 1
112  59.34271704  005.21802694  59.34272699  005.21811434
111  59.34271704  005.21802694
112  59.34271704  005.21802694  59.34272051  005.21805742
112  59.34273280  005.21811800  59.34273999  005.21814794
111  59.34273280  005.21811800
112  59.34273280  005.21811800  59.34273435  005.21812443 1
112  59.34273773  005.21813720  59.34273947  005.21814357
111  59.34273773  005.21813720
112  59.34273773  005.21813720  59.34274520  005.21816453
112  59.34276605  005.21821628  59.34277758  005.21824145
111  59.34276605  005.21821628
112  59.34276605  005.21821628  59.34276782  005.21822013 1
112  59.34277150  005.21822774  59.34277337  005.21823152
111  59.34277150  005.21822774
112  59.34277150  005.21822774  59.34281704  005.21831996 1
111  59.34314863  005.21896613 1
111  59.34325816  005.21917925 1
115  59.34331363  005.21906757
120 Linear Feature 17
111  59.34230803  005.21926719 1
115  59.34234079  005.21932786
120 Linear Feature 17
111  59.34217827  005.21919027 1
115  59.34221324  005.21925675
120 Linear Feature 16
111  59.34269907  005.21795380 1
112  59.34264352  005.21846932  59.34263713  005.21853825 1
112  59.34258920  005.21869699  59.34256364  005.21875338 1
112  59.34230803  005.21926719  59.34225158  005.21937789 1
112  59.34208863  005.21941757  59.34196722  005.21942175 1
115  59.34193970  005.21941167
120 Linear Feature 15
112  59.34104188  005.21803320  59.34091408  005.21778675 1
112  59.34046258  005.21802519  59.34031229  005.21831992 1
115  59.34005617  005.21883720
120 Linear Feature 14
112  59.34322661  005.21578967  59.34327537  005.21587845 1
112  59.34330489  005.21625957  59.34330221  005.21645383
111  59.34330489  005.21625957
112  59.34330489  005.21625957  59.34330276  005.21641407 1
112  59.34322310  005.21669152  59.34316763  005.21680978
111  59.34322310  005.21669152
