I
1100 Generated by WorldEditor 1.7.1r2

1    195 1 0 ENSD Sandane
1302 city Sandane
1302 country Norway
1302 datum_lat 61.83
1302 datum_lon 6.105833333
1302 faa_code 
1302 iata_code SDN
1302 icao_code ENSD
1302 region_code EN
1302 state Sogn og Fjordane
1302 transition_alt 6000
1302 transition_level 
100 29.87 1 1 0.25 1 2 1 08  61.82975843  006.09911361   60    0 2 0 0 1 26  61.83060513  006.11748447   60    0 2 0 0 1
110 4 0.00 35.3700 New Taxiway 84
112  61.83073984  006.11273096  61.83077568  006.11295877
111  61.83073984  006.11273096
111  61.83076933  006.11294510
112  61.83086149  006.11279648  61.83092025  006.11289581
111  61.83086149  006.11279648
111  61.83117252  006.11327177
111  61.83123723  006.11335728
111  61.83127403  006.11338871
111  61.83129599  006.11343272
111  61.83132626  006.11344026
111  61.83132804  006.11336859
111  61.83133220  006.11332584
111  61.83130549  006.11327932
111  61.83127047  006.11330195
112  61.83109833  006.11309825  61.83100929  006.11295793
111  61.83109833  006.11309825
113  61.83062746  006.11233684
110 5 0.00 0.0000 New Taxiway 82
111  61.82870849  006.10568079
111  61.82864875  006.10561945
111  61.82863337  006.10553074
111  61.82866157  006.10534788
111  61.82860003  006.10523020
111  61.82854362  006.10514510
111  61.82850942  006.10516502
111  61.82847951  006.10516864
111  61.82845814  006.10513786
111  61.82843079  006.10522477
111  61.82841455  006.10521933
111  61.82840087  006.10515778
112  61.82837095  006.10515959  61.82837095  006.10516140
111  61.82835471  006.10521752
111  61.82832907  006.10521571
111  61.82830514  006.10517226
112  61.82830514  006.10517226  61.82823231  006.10502670
111  61.82812478  006.10520667
111  61.82809144  006.10514692
111  61.82805725  006.10508356
111  61.82793673  006.10504010
111  61.82785211  006.10512158
111  61.82780253  006.10518856
111  61.82777775  006.10534426
111  61.82779313  006.10539496
111  61.82783843  006.10548367
111  61.82785980  006.10570455
111  61.82788459  006.10579507
111  61.82792049  006.10583128
111  61.82785809  006.10600689
111  61.82783758  006.10627846
111  61.82790169  006.10646313
111  61.82795126  006.10675461
111  61.82797691  006.10690669
111  61.82802819  006.10710222
111  61.82810256  006.10715110
111  61.82814358  006.10695739
111  61.82816495  006.10689402
111  61.82818718  006.10693747
112  61.82824188  006.10692842  61.82824445  006.10692661
112  61.82831967  006.10687229  61.82831967  006.10687954
111  61.82834573  006.10700409
112  61.82843109  006.10653704  61.82856692  006.10633407
111  61.82843109  006.10653704
114  61.82843109  006.10653704  61.82865702  006.10596998
110 5 0.00 82.9900 New Taxiway 81
111  61.82865666  006.10816966
111  61.82854858  006.10820044
111  61.82856243  006.10864364
111  61.82859656  006.10886995
111  61.82863514  006.10895377
